end_session,coef,se,n,ci_low,ci_high
2024-04-09,-0.029540951984783723,0.13697021281149266,3022,-0.29800256909530937,0.2389206651257419
2024-04-10,-0.022016642096603936,0.13719015064233653,3022,-0.2909093373555835,0.24687605316237565
2024-04-11,-0.016523711485294336,0.13701315484429397,3022,-0.2850694949801105,0.2520220720095218
2024-04-12,-0.009824794818835393,0.13677446774964971,3022,-0.27790275160814887,0.25825316197047804
2024-04-15,0.00699277974841906,0.13713995170807539,3022,-0.2618015255994087,0.27578708509624683
2024-04-16,2.862438790384586e-05,0.13638694899600048,3022,-0.2672897956442571,0.2673470444200648
2024-04-17,0.002651138600946741,0.13661374419128638,3022,-0.26511180001397455,0.270414077215868
2024-04-18,0.0063083878868476495,0.13660626179069832,3022,-0.26143988522292105,0.2740566609966163
2024-04-19,-0.0016597723275972934,0.13608363187216665,3022,-0.26838369079704394,0.26506414614184937
2024-04-22,-0.0024975327890944116,0.13581330255795096,3022,-0.2686916058026783,0.26369654022448946
2024-04-23,-0.054583720860240034,0.13229536824520072,3022,-0.31388264262083343,0.20471520090035333
2024-04-24,-0.05148269370005202,0.13431166738089692,3022,-0.31473356176661,0.21176817436650594
2024-04-25,-0.05766915597184661,0.13435056110850901,3022,-0.3209962557445243,0.20565794380083105
2024-04-26,-0.04395924280458764,0.13409447372284697,3022,-0.3067844113013677,0.21886592569219243
2024-04-29,-0.041491609153290324,0.13331469916787672,3022,-0.30278841952232866,0.21980520121574804
2024-04-30,-0.0610891284980294,0.13073357233131014,3022,-0.3173269302673973,0.1951486732713385
2024-05-01,-0.11028208849047762,0.12403500156219259,3022,-0.35339069155237507,0.13282651457141986
2024-05-02,-0.11510431028339085,0.12418678054108581,3022,-0.35851040014391905,0.12830177957713734
2024-05-03,-0.11320522335600802,0.12400836321824604,3022,-0.35626161526377026,0.12985116855175421
2024-05-06,-0.11749895171323416,0.12331650389208462,3022,-0.35919929934172,0.1242013959152517
2024-05-07,-0.11856934629833427,0.12365185240207606,3022,-0.3609269770064033,0.1237882844097348
