direction,outcome,n_high,n_ordinary,mean_high_bps,mean_ordinary_bps,diff_bps,diff_ci_low_bps,diff_ci_high_bps,boot_p_value
strong up,r_overnight,625,391,7.21494091562159,2.8667665787613994,4.34817433686019,-17.718129735196584,27.429084289709408,0.6902
strong down,r_overnight,611,347,29.339437380256957,18.011476397539415,11.327960982717542,-16.393651939955014,38.579246014837054,0.405
